source,affiliation,publish,year_of_publish,form_of_publish,one-two-sided,personas,comments,e-source,n-letters,target,year,source_wkid,target_wkid
"Казаринов, А.",?,"Архив села Карабихи. М., К. Некрасов, 1916, с. 41—265.",1916,письмо,односторонняя,Н. А. Некрасову. (1). 1866.,"","",1,Некрасов Н. А.,1866,,Q208003
"Казначеев, Александр Иванович","сенатор, действительный тайный советник, глава Таврической губернии (1829—37)","Рус. ст., 1896, №№ 1—4, 10.",1896,переписка,односторонняя,В. Г. Теплякову. (2). 4 ноября—19 дек. 1830.,"","",2,Тепляков В. Г.,19|1830,,
"Кайданов, Иван Кузьмич","педагог, автор учебников истории","Рус. ст., 1905, № 4, с. 200—216.",1905,письмо,односторонняя,Ф. В. Булгарину. (1). 26 февр. 1827.,"","",1,Булгарин Ф. В.,1827,Q4208611,Q561639
"Калайдович, Константин Фёдорович","археолог, филолог","Переписка А. Х. Востокова в повременном порядке. Комм. И. Срезневского. Пб., 1873, XL, 509 с.",1873,переписка,односторонняя,А. Х. Востокову. (36). 1822—1827.,"","",36,Востоков А. Х.,1822|1827,,
"Калашников, Иван Тимофеевич","писатель, поэт, тайный советник","Пушкин А. С. Полное собрание сочинений, т. XV. М.—Л., АН СССР, 1948, с. 58—59.",1948,переписка,двусторонняя,А. С. Пушкину. (1). 28 марта 1833.,"","",1,Пушкин А. С.,1833,Q4209161,Q7200
"Калашников, Иван Тимофеевич","писатель, поэт, тайный советник","Уч. зап. Новосибирского пед. ин-та, 1948, вып. 7, с. 91—93.",1948,отрывки,односторонняя,П. А. Словцову. (4). 1832—1838.,"","",4,Словцов П. А.,1832|1838,,
"Калашников, Иван Тимофеевич","писатель, поэт, тайный советник","Пушкин и его современники, вып. VI. Пб., 1908, с. 99—107.",1908,письмо,односторонняя,П. А. Словцову. (1). 12 февр. 1837.,"","",1,Словцов П. А.,12|1837,,
"Калашников, Иван Тимофеевич","писатель, поэт, тайный советник","Модзалевский Б. Смерть Пушкина. Пб., 1908, с. 2—10.",1908,письмо,односторонняя,П. А. Словцову. (1). 12 февр. 1837.,"","",1,Словцов П. А.,12|1837,,
"Каменский, Дмитрий Иванович","переводчик, журналист, цензор","Письма к А. В. Дружинину. М., 1948, 423 с. (Летописи Гослитмузея, № 9).",1948,переписка,односторонняя,А. В. Дружинину. (8). 1855—1862.,"","",8,Дружинин А. В.,1855|1862,,
"Каменский, Павел Павлович","писатель школы Бестужева-Марлинского; прозаик, драматург, художественный критик","Письма к А. В. Дружинину. М., 1948, 423 с. (Летописи Гослитмузея, № 9).",1948,письмо,односторонняя,А. В. Дружинину. (1). 29 дек. 1859.,"","",1,Дружинин А. В.,1859,Q4211367,
"Капнист, Иван Васильевич","губернатор Смоленской (1842—1844) и Московской (1844—1855) губерний, сенатор.","Н. В. Гоголь. Материалы и исследования. Т. I. Под ред. В. В. Гиппиуса. М.—Л., АН СССР, 1936, с. 127—220, 285—306, 313—347. (Ин-т рус. лит-ры).",1936,письмо,односторонняя,Н. В. Гоголю. (1). 23 июня 1849.,"","",1,Гоголь Н. В.,1849,Q4213136,Q43718
"Капнист, Пётр Иванович","писатель, драматург и поэт","Литературное наследство, 1949, т. 51—52, с. 75—568, 627.",1949,переписка,односторонняя,Н. А. Некрасову. (2). 1873.,"","",2,Некрасов Н. А.,1873,Q4213143,Q208003
"Караджич, Вук Стефанович",сербский лингвист и педагог,"Рус. архив, 1873, № 7, с. 1131—1221.",1873,переписка,односторонняя,Н. И. Надеждину. (27). 1848—1851.,"","",27,Надеждин Н. И.,1848|1851,,
"Караджич, Вук Стефанович",сербский лингвист и педагог,"Попов Н., сост. Письма к М. П. Погодину из славянских земель. (1835—1861). Вып. 1—3. М., 1880, 746 с. (Об-во ист. и древностей росс, при Моск. ун-те).",1880,переписка,односторонняя,М. П. Погодину. (22). 1837—1856.,"","",22,Погодин М. П.,1837|1856,,
"Карамзин, Николай Михайлович","историк, писатель","Моск. Обозр., 1877, №№ 16, 17, 19, 22, 23, 25.",1877,отрывки,односторонняя,В. В. Измайлову. (2). 6 сент. 1822—21 окт. 1823.,"","",2,Измайлов В. В.,1822|1823,,
"Карамзин, Николай Михайлович","историк, писатель","Письма Карамзина к А. Ф. Малиновскому и письма Грибоедова к С. Н. Бегичеву. М., Об-во любителей росс, словесн. при Моск. ун-те, 1860, с. 1—88.",1860,переписка,односторонняя,?. (73). 1813—1826.,"","",73, ?,1813|1826,,
"Карамзин, Николай Михайлович","историк, писатель","Письма Н. М. Карамзина к И. И. Дмитриеву. С прим. и указателем Я. Грота и П. Пекарского. Пб., 1866, XII, 689 с.",1866,переписка,односторонняя,Александре Федоровне (имп). (2). 1826.,на фр.,"",2,Александра Фёдоровна ,1826,Q191598,Q57207
"Карамзин, Николай Михайлович","историк, писатель","Письма Н. М. Карамзина к И. И. Дмитриеву. С прим. и указателем Я. Грота и П. Пекарского. Пб., 1866, XII, 689 с.",1866,письмо,односторонняя,С. Н. Глинке. (1). 8 марта 1825.,"Письма (28). 1826—1837: Карамзина А. Н, Карамзиной Е. Н., Карамзиной С. Н, Вяземского П. А. к разным лицам.","",1,Глинка С. Н.,1825,Q191598,
